source;target
May, Samuel,;Garrison, William Lloyd,
Garrison, William Lloyd,;Benson, Henry Egbert,
Weston, Deborah,;Chapman, Maria Weston,
Wigham, Eliza.;Garrison, William Lloyd,
None;None
Garrison, William Lloyd,;None
Helps, Arthur,;None
Lincoln, Elizabeth W.;Chapman, Maria Weston,
Barnes, Albert,;None
None;Garrison, William Lloyd,
Garrison, William Lloyd,;Loring, Louisa Gilman,
Smith, Evelina A. S.;Weston, Caroline,
Roberts, Thomas,;Brougham and Vaux, Henry Brougham,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Weston, Mary,;Weston, Deborah,
Chapman, Maria Weston,;Garrison, William Lloyd,
Weston, Anne Warren,;Weston, Mary,
Garrison, William Lloyd,;Benson, Henry Egbert,
Weston, Deborah,;Weston, Anne Warren,
Drummond, James.;Garrison, William Lloyd,
Stratton, Samuel,;None
Child, David Lee,;Garrison, William Lloyd,
Garrison, William Lloyd,;Chapman, Henry Grafton,
Weston, Anne Warren,;None
Cash, Mary Ann.;Chapman, Maria Weston,
Garrison, William Lloyd,;Estlin, Mary Anne,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Hanaford, Phebe A.;Garrison, William Lloyd,
Weston, Caroline,;Weston, Anne Warren,
May, Samuel,;Webb, Richard Davis,
Davis, Paulina W.;Garrison, William Lloyd,
Foster, Abby Kelley,;Chapman, Maria Weston,
Garrison, William Lloyd,;Wright, Henry Clarke,
Bent, N. T.;Weston, Deborah,
Butler, Josephine Elizabeth Grey,;Garrison, William Lloyd,
Brough, Anthony,;None
Brooks, Mary Merrick,;Chapman, Maria Weston,
Smith, Evelina A. S.;Weston, Caroline,
Cowing, Lucretia Ann,;Weston, Deborah,
Garrison, William Lloyd,;Benson, Sarah Thurber,
Weston, Anne Warren,;Weston, Deborah,
Quincy, Edmund,;Chapman, Maria Weston,
Garrison, William Lloyd,;Cox, Hannah Pierce,
Phillips, Wendell,;Weston, Deborah,
Thompson, George,;Weston, Anne Warren,
Bramhall, Cornelius.;Garrison, William Lloyd,
Garrison, William Lloyd,;Benson, George William,
Garrison, William Lloyd,;Benson, George William,
None;Child, Lydia Maria,
Cabot, Frederick Samuel,;Chapman, Maria Weston,
None;None
None;McKee, Thomas Jefferson,
Foster, Abby Kelley,;Chapman, Maria Weston,
Weston, Caroline,;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel,
Garrison, William Lloyd,;Chapman, Henry Grafton,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Garrison, William Lloyd,;Benson, Henry Egbert,
Folger, Robert H.;Garrison, William Lloyd,
Garrison, William Lloyd,;Benson, George William,
Chapman, Maria Weston,;Estlin, Mary Anne,
Milnes, Richard Monckton,;Garrison, William Lloyd,
None;None
Garrison, William Lloyd,;Ricketson, Joseph,
Weston, Deborah,;Weston, Anne Warren,
Webb, Richard Davis,;Chapman, Maria Weston,
Weston, Emma Forbes,;Weston, Deborah,
Osgood, Abby,;Weston, Deborah,
Child, David Lee,;Palfrey, John Gorham,
Jackson, Francis,;May, Samuel,
Weston, Anne Warren,;Nichol, Elizabeth Pease,
Chapman, Maria Weston,;Estlin, Mary Anne,
Quincy, Edmund,;Weston, Caroline,
Gibbons, J. S.;Garrison, William Lloyd,
Garrison, William Lloyd,;May, Samuel,
Chapman, Maria Weston,;E.G.A.,
Garrison, William Lloyd,;Wright, Henry Clarke,
Quincy, Edmund,;Chapman, Maria Weston,
Jennings, Jane.;Chapman, Maria Weston,
Weston, Caroline,;Chapman, Henry Grafton,
Chandler, Thomas,;Garrison, William Lloyd,
Welsh, Mary,;Chapman, Maria Weston,
Quincy, Edmund,;Chapman, Maria Weston,
Garrison, William Lloyd,;Wright, Henry Clarke,
None;None
Weston, Anne Warren,;Weston, Deborah,
Jones, Charles Colcock,;None
Garrison, William Lloyd,;Garrison, Helen Eliza,
Thomas, S. W.;Chapman, Maria Weston,
Garrison, William Lloyd,;Chapman, Maria Weston,
Weston, Anne Warren,;Weston, Lucia,
May, Samuel J.;Mann, Horace,
Chapman, Maria Weston,;Weston, Deborah,
None;None
Weston, Anne Warren,;Weston, Deborah,
Quincy, Edmund,;Chapman, Maria Weston,
Martineau, Robert F.,;Garrison, William Lloyd,
Weston, Deborah,;Chapman, Maria Weston,
Chapman, Maria Weston,;Estlin, Mary Anne,
Garrison, William Lloyd,;Garrison, Helen Eliza,
None;None
Weston, Deborah,;Weston, Anne Warren,
Garrison, William Lloyd,;Garrison, Francis Jackson,
Davis, Edward Morris,;Garrison, William Lloyd,
Weston, Deborah,;Weston, Anne Warren,
Weston, Caroline,;Weston, Deborah,
Follen, Eliza Lee Cabot,;Chapman, Maria Weston,
Garrison, William Lloyd,;Benson, George William,
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Colfax, Richard H.;Bleakley, James T. M.,
Garrison, William Lloyd,;Sunderland, La Roy,
Garrison, William Lloyd,;May, Samuel,
Pillsbury, Parker,;May, Samuel,
Weston, Anne Warren,;Weston, Deborah,
Weston, Deborah,;Weston, Caroline,
Bird, Jerusha L.;Chapman, Maria Weston,
Garrison, William Lloyd,;Wright, Henry Clarke,
Garrison, William Lloyd,;May, Samuel,
Chapman, Maria Weston,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
None;None
Garrison, William Lloyd,;Wright, Henry Clarke,
Parker, M. E.;Garrison, William Lloyd,
Weston, Anne Warren,;Chapman, Maria Weston,
None;Phillips, Wendell,
Estlin, J. B.;Weston, Caroline,
Weston, Deborah,;Weston, Anne Warren,
Chapman, Maria Weston,;Weston, Caroline,
Garrison, William Lloyd,;Phelps, Amos A.
Osgood, Abby,;Weston, Deborah,
Child, David Lee,;Weston, Caroline,
Chapman, Henry Grafton,;Weston, Deborah,
Child,;Weston, Caroline,
Child,;Child,
Garrison, William Lloyd,;Estlin, J. B.
Child, David Lee,;Chapman, Maria Weston,
Weston, Deborah,;Weston, Mary,
Chapman, William R.;Chapman, Maria Weston,
Weston, Anne Warren,;Weston, Deborah,
Wadsworth, George.;Garrison, William Lloyd,
Crowl, Lyman.;Garrison, William Lloyd,
May, Samuel,;Webb, Richard Davis,
None;Moderatus.
None;Chapman, Maria Weston,
Chapman, Maria Weston,;Estlin, Mary Anne,
Weston, Anne Warren,;May, Samuel,
Farnsworth, Amos,;Garrison, William Lloyd,
Garrison, William Lloyd,;May, Samuel J.
Chapman, Maria Weston,;None
Bradford, Claudius.;Chapman, Maria Weston,
Drake, Frances H.;Chapman, Maria Weston,
Child,;Chapman, Maria Weston,
Garrison, William Lloyd,;Douglass, S. M.
Collins, John A.;Garrison, William Lloyd,
Chapman, Maria Weston,;Nichol, Elizabeth Pease,
Hitchcock, Jane Elizabeth,;Chapman, Maria Weston,
Chapman, Maria Weston,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Weston, Deborah,;Weston, Anne Warren,
Estlin, Mary Anne,;Chapman, Maria Weston,
Chapman, Maria Weston,;Weston, Deborah,
Quincy, Edmund,;Weston, Caroline,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Weston, Anne Warren,;Chapman, Mary Gray,
Sturge, Esther.;Chapman, Maria Weston,
Weston, Mary,;Weston, Deborah,
Chapman, Henry Grafton,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Weston, Lucia,;Weston, Deborah,
Rust, Richard S.;None
None;Garrison, William Lloyd,
Garrison, William Lloyd,;Wright, Henry Clarke,
Weston, Hervey Eliphaz,;Weston, Deborah,
Wilmarth, Lucinda.;Chapman, Maria Weston,
Child, David Lee,;Chapman, Maria Weston,
Foot, Jesse,;None
Garrison, William Lloyd,;Garrison, Helen Eliza,
Weston, Lucia,;Weston, Deborah,
Cooley, Aaron.;Garrison, William Lloyd,
Thompson, George,;Weston, Anne Warren,
Douglass, Frederick,;Garrison, William Lloyd,
Burleigh, Celia Burr.;Garrison, William Lloyd,
Garrison, William Lloyd,;Benson, Henry Egbert,
Garrison, William Lloyd,;Bradburn, George,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Chapman, Maria Weston,;Parker, Mary S.,
Sturge, Esther.;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel,
Garrison, William Lloyd,;Chapman, Henry Grafton,
Hill, Pascoe Grenfell,;None
Hossack, John.;None
Weston, Caroline,;Newcomb, Stillman B.,
None;Bradburn, George,
Chapman, Maria Weston,;Estlin, Mary Anne,
Ardouin, B.;None
Johnson, Oliver,;Chapman, Maria Weston,
Brodnax, William H.;None
Weston, Deborah,;Weston, Mary,
None;Garrison, William Lloyd,
Quincy, Edmund,;Garrison, William Lloyd,
Garrison, William Lloyd,;Hodgson, W. B.
Chapman, Maria Weston,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Davis, Edward Morris,;Chapman, Maria Weston,
Webb, Richard Davis,;Weston, Anne Warren,
Grimké, Angelina Emily,;None
Mott, Lucretia,;Chapman, Maria Weston,
Browne, Lucy A.;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel J.
Garrison, William Lloyd,;Benson, George William,
Barker, Thomas H.;Garrison, William Lloyd,
Chapman, Maria Weston,;Wright, Elizur,
None;None
Garrison, William Lloyd,;Garrison, Helen Eliza,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Weston, Anne Warren,;Weston, Mary,
Garrison, William Lloyd,;Benson, Anna Elizabeth.,
Garrison, William Lloyd,;Villard, Fanny Garrison,
Donaldson, Christian.;Garrison, William Lloyd,
Davis, Charlotte.;Garrison, William Lloyd,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Beecher, Henry Ward,
Garrison, William Lloyd,;May, Samuel J.
Garrison, William Lloyd,;Benson, Henry Egbert,
Cabot, Susan C.;Chapman, Maria Weston,
Phelps, Amos A.;Chapman, Maria Weston,
Garrison, William Lloyd,;M'Kim, J. Miller
DeGraw, Mary.;Garrison, William Lloyd,
Thoreau, Helen L.;Chapman, Maria Weston,
Weston, Deborah,;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Deborah,
Smith, Increase S.;Weston, Caroline,
Jennings, Jane.;Chapman, Maria Weston,
Child,;Chapman, Maria Weston,
Joy, Charlotte Austin.;Chapman, Maria Weston,
Weston, Anne Warren,;Chapman, Maria Weston,
Andrews, Stephen Pearl,;Garrison, William Lloyd,
Owen, Woodland,;Garrison, William Lloyd,
Colthurst, John Bowen.;Garrison, William Lloyd,
Gibbons, Abby Hopper,;May, Samuel,
Phelps, Amos A.;Garrison, William Lloyd,
May, Samuel,;Webb, Richard Davis,
Weston, Lucia,;Weston, Deborah,
Robbins, L. M.;Chapman, Maria Weston,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Jackson, Francis,
Garrison, William Lloyd,;None
Stanton, Henry B.;Chapman, Maria Weston,
May, Samuel,;Davis, George T.
Weston, Caroline,;Weston, Phebe Nash,
Garrison, William Lloyd,;None
Weston, Deborah,;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Chapman, Maria Weston,;Dicey, Anne Greene Chapman,
Chapman, Maria Weston,;None
Bunsen, Christian Karl Josias,;Thayer, C. C.
Knight, Anne.;Chapman, Maria Weston,
Hall, Robert B.;Garrison, William Lloyd,
Weston, Deborah,;Weston, Anne Warren,
Garrison, William Lloyd,;Weston, Anne Warren,
Child,;May, Samuel,
Garrison, William Lloyd,;Benson, Henry Egbert,
Rogers, Mary P.;Chapman, Maria Weston,
Weston, Caroline,;Weston, Deborah,
Estlin, Mary Anne,;Weston, Anne Warren,
Garrison, William Lloyd,;Benson, George William,
Weston, Deborah,;Weston, Anne Warren,
Chapman, Maria Weston,;Weston, Deborah,
Hoar, E. R.;Garrison, William Lloyd,
Foster, Abby Kelley,;Garrison, William Lloyd,
Weston, Deborah,;Chapman, Maria Weston,
Garrison, William Lloyd,;Purvis, Robert,
Garrison, William Lloyd,;Chace, William M.,
Wigham, Eliza.;Weston, Anne Warren,
Garrison, William Lloyd,;May, Samuel,
Morton, Charlotte A.;Weston,
Weston, Deborah,;Chapman, Henry Grafton,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;May, Samuel,
Foster, Abby Kelley,;Chapman, Maria Weston,
Gasparin, Agénor,;None
Spear, William H.;Weston, Caroline,
Giddings, Joshua R.;Garrison, William Lloyd,
Jay, William,;None
Garrison, William Lloyd,;Jackson, Francis,
Ramsay, James,;Garrison, William Lloyd,
Weston, Deborah,;Dicey, Anne Greene Chapman,
Higginson, Thomas Wentworth,;Weston, Anne Warren,
Chapman, Maria Weston,;Weston, Deborah,
Garrison, William Lloyd,;Potter, William J.
Weston, Deborah,;Weston, Caroline,
None;Chapman, Maria Weston,
None;Garrison, William Lloyd,
Chapman, Maria Weston,;Estlin, J. B.
Garrison, William Lloyd,;Benson, George William,
Weston, Deborah,;Weston, Anne Warren,
Garrison, William Lloyd,;Benson, George William,
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Garrison, William Lloyd,;Benson, George William,
Chapman, Maria Weston,;None
None;Chapman, Maria Weston,
Child,;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel,
Griffin, William P.;Chapman, Maria Weston,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Benson, George William,
Chace, William M.,;Garrison, William Lloyd,
Pillsbury, Sarah H.;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel J.
Quincy, Edmund,;Weston, Caroline,
Garrison, William Lloyd,;Benson, Henry Egbert,
Weston, Anne Warren,;Weston, Deborah,
None;Filley, Lester.
Weston, Anne Warren,;Parker, Mary S.,
None;None
Garrison, William Lloyd,;Benson, Sarah Thurber,
Garrison, William Lloyd,;Wright, Henry Clarke,
Earle, Lucy.;Weston, Anne Warren,
Barney, Nathaniel.;Chapman, Maria Weston,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Pillsbury, Parker,;May, Samuel,
Conway, M. F.;Garrison, William Lloyd,
May, Samuel,;None
Schmucker, S. S.;None
Marjoribanks, J.;None
Garrison, William Lloyd,;Love, Alfred H.
Davis, Edward Morris,;Chapman, Maria Weston,
Alden, Seth,;May, Samuel,
Weston, Hervey Eliphaz,;Weston, Deborah,
None;American.
Garrison, William Lloyd,;Meriam, Eliza Frances,
Weston, Emma Forbes,;Weston, Caroline,
Hilton, John Telemachus,;Garrison, William Lloyd,
May, Samuel,;Webb, Richard Davis,
Weston, Caroline,;Chapman, Maria Weston,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Buckley, John C.;Garrison, William Lloyd,
Chapman, Mary Gray,;Chapman, Maria Weston,
Osgood, Abby,;Weston, Deborah,
Cowing, Lucretia Ann,;Weston, Caroline,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Benson, George William,
Ouseley, William Gore,;Everett, Edward,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Weston, Deborah,;Weston, Ann Bates,
Weston, Deborah,;Weston, Anne Warren,
Garrison, William Lloyd,;Jackson, Francis,
Garrison, William Lloyd,;May, Samuel J.
Weston, Anne Warren,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Child, David Lee,;Chapman, Maria Weston,
Garrison, William Lloyd,;Ricketson, Joseph,
Weston, Emma Forbes,;Weston, Deborah,
Morton, Anne.;Chapman, Maria Weston,
Shaw, Sarah Blake Sturgis,;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel,
Carlile, James.;Garrison, William Lloyd,
Robinson, Emily.;Weston, Anne Warren,
Emerson, Lidian Jackson,;Garrison, William Lloyd,
Assing, Ottilie.;Garrison, William Lloyd,
Osgood, Abby,;Weston, Deborah,
Phelps, Amos A.;Garrison, William Lloyd,
Magill, Jonathan P.;Garrison, William Lloyd,
None;Glenelg, Charles Grant,
Paton, Andrew,;Chapman, Maria Weston,
Crandal, William L.;Garrison, William Lloyd,
Weston, Anne Warren,;Weston, Deborah,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Wigham, Eliza;May, Samuel,
Weston, Anne Warren,;Weston, Deborah,
Weston, Anne Warren,;Weston, Caroline,
Child,;Child,
Garrison, William Lloyd,;Benson, George William,
Cheever, George Barrell,;Phillips, Wendell,
Osgood, Abby,;Weston, Deborah,
Bailey, John,;Garrison, William Lloyd,
Weston, Caroline,;Weston, Deborah,
Drake, Frances H.;Chapman, Maria Weston,
Chapman, Maria Weston,;Borden, Nathaniel B.,
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Child,;Chapman, Maria Weston,
Garrison, William Lloyd,;May, Samuel,
Farnsworth, Amos,;Weston, Anne Warren,
Madden, Richard Robert,;Chapman, Maria Weston,
Denison, Charles Wheeler,;Garrison, William Lloyd,
Weston, Anne Warren,;Weston, Caroline,
None;None
Paton, Catherine.;Chapman, Maria Weston,
Knight, Anne.;Chapman, Maria Weston,
Clay, Henry,;None
Garrison, William Lloyd,;Chapman, Henry Grafton,
Chapman, Maria Weston,;Weston, Deborah,
Parkman, John,;Chapman, Maria Weston,
Davis, Edward Morris,;Weston, Anne Warren,
Weston, Emma Forbes,;Laugel, Elizabeth Bates Chapman,
Chapman, Maria Weston,;Weston, Anne Warren,
Garrison, William Lloyd,;Chapman, Maria Weston,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Child,;Weston, Caroline,
Grimké, Sarah Moore,;Weston, Anne Warren,
Quincy, Edmund,;Chapman, Maria Weston,
Storey, Charles William,;Weston, Caroline,
Welsh, Mary,;Chapman, Maria Weston,
Follen, Eliza Lee Cabot,;Chapman, Maria Weston,
Garrison, William Lloyd,;Webb, Richard Davis,
Child,;Sargent, Henrietta.
Garrison, William Lloyd,;Benson, Henry Egbert,
Weston, Anne Warren,;Weston, Lucia,
Webb, Richard Davis,;Chapman, Maria Weston,
Weston, Caroline,;Weston, Deborah,
Cowing, Lucretia Ann,;Weston, Caroline,
Russell, George.;Chapman, Maria Weston,
Garrison, William Lloyd,;Garrison, Francis Jackson,
Digby, J.;Garrison, William Lloyd,
Bright, Jacob,;Garrison, William Lloyd,
Sturge, Esther.;Chapman, Maria Weston,
Smith, Increase S.;Weston, Caroline,
Chabrol de Crousol, André Jean Christophe,;None
Hopper, Anna M.;Chapman, Maria Weston,
Ammidon, Angelina.;Weston, Anne Warren,
Wright, Henry Clarke,;Garrison, William Lloyd,
Chapman, Mary Gray,;Weston, Anne Warren,
Child, David Lee,;Chapman, Maria Weston,
Loring, C. W.;Weston, Anne Warren,
Garrison, William Lloyd,;Benson, George William,
None;None
Bevan, Hannah M.;Chapman, Maria Weston,
Garrison, William Lloyd,;Benson, George William,
Farnsworth, Amos,;Weston, Anne Warren,
Coates, Edwin H.;Chapman, Maria Weston,
None;Pratt, Philo.
Foster, Abby Kelley,;Weston, Anne Warren,
Weston, Anne Warren,;Nichol, Elizabeth Pease,
Weston, Anne Warren,;Weston, Deborah,
Garrison, William Lloyd,;Wright, Henry Clarke,
Brooks, Mary Merrick,;Garrison, William Lloyd,
Garrison, William Lloyd,;Collins, John A.
Follen, Eliza Lee Cabot,;Weston, Anne Warren,
Weston, Anne Warren,;Chapman, Maria Weston,
Weston, Lucia,;Weston, Deborah,
Green, Beriah,;None
Garrison, William Lloyd,;Webb, Richard Davis,
Weston, Deborah,;Chapman, Henry Grafton,
Emerson, John F.;Weston, Deborah,
Weston, Anne Warren,;Grimké, Sarah Moore,
Mandell, Abby Osgood,;Chapman, Maria Weston,
Webb, Richard Davis,;Weston, Anne Warren,
Thompson, George,;Garrison, William Lloyd,
None;None
Chapman, Henry Grafton,;Weston, Deborah,
Farnsworth, Amos,;Chapman, Maria Weston,
Child,;Weston, Caroline,
Denison, Charles Wheeler,;Garrison, William Lloyd,
Garrison, William Lloyd,;None
Smith, Gerrit,;Verplanck, Gulian C.
Weston, Anne Warren,;Weston, Deborah,
None;Coffin, Joshua,
Estlin, J. B.;May, Samuel,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Weston, Emma Forbes,;Weston, Lucia,
Garrison, William Lloyd,;Goodell, William,
Garrison, William Lloyd,;May, Samuel J.
Weston, Anne Warren,;None
Estlin, Mary Anne,;Chapman, Maria Weston,
Fayerweather, Sarah Ann Harris,;Garrison, William Lloyd,
Weston, Caroline,;Weston, Deborah,
Jennings, Isabel.;Weston, Anne Warren,
Willson, James R.;None
Smith, Evelina A. S.;Weston, Caroline,
Baker, Edward L.;Chapman, Maria Weston,
Estlin, Mary Anne,;Weston, Caroline,
Quincy, Edmund,;Chapman, Maria Weston,
Weston, Deborah,;Weston, Anne Warren,
Chapman, Maria Weston,;Garrison, William Lloyd,
Boyce, Eliza.;Chapman, Maria Weston,
Bishop, Francis,;Garrison, William Lloyd,
Garrison, William Lloyd,;May, Samuel J.
Weston, Anne Warren,;Chapman, Maria Weston,
Garrison, William Lloyd,;Benson, George William,
Weston, Anne Warren,;Dicey, Anne Greene Chapman,
Garrison, William Lloyd,;None
Peckard, Peter,;None
Gibbons, J. S.;Garrison, William Lloyd,
Garrison, William Lloyd,;Villard, Fanny Garrison,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Weston, Deborah,;Weston, Mary,
Weston, Caroline,;Weston, Deborah,
Earle, Sarah Hussey,;Chapman, Maria Weston,
None;Phillips, Wendell,
Shaw, Sarah Blake Sturgis,;Chapman, Maria Weston,
Weston, Mary,;Weston, Deborah,
Weston, Deborah,;Weston, Caroline,
Achates,;None
Chapman, Maria Weston,;None
Garrison, William Lloyd,;Benson, Henry Egbert,
Kingsley, Z.;None
Bowring, John,;Chapman, Maria Weston,
Wigham, Eliza.;Weston, Anne Warren,
Garrison, William Lloyd,;Nichol, Elizabeth Pease,
Estlin, Mary Anne,;Chapman, Maria Weston,
Garrison, William Lloyd,;Garrison, Wendell Phillips,
Estlin, Mary Anne,;Weston, Anne Warren,
Weston, Anne Warren,;Weston, Lucia,
Garrison, William Lloyd,;Webb, Richard Davis,
Ivimey, Joseph,;None
None;Thome, James A.
Bourne, Theodore,;Garrison, William Lloyd,
Child,;Child,
Garrison, William Lloyd,;Garrison, Helen Eliza,
Emerson, Gertrude F.;Weston, Deborah,
Weston, Emma Forbes,;Weston, Anne Warren,
May, Samuel,;Estlin, J. B.
Garrison, William Lloyd,;Johnson, Oliver,
Garrison, William Lloyd,;Nell, William C.
Garrison, William Lloyd,;Phelps, Amos A.
Garrison, William Lloyd,;May, Samuel,
Garrison, William Lloyd,;Benson, George William,
Weston,;None
Sturge, Esther.;Chapman, Maria Weston,
Chapman, Maria Weston,;Laugel, Elizabeth Bates Chapman,
